"What does the `SimpleChanges` object passed to `ngOnChanges` contain?","It's keyed by input property name; only inputs that actually changed that cycle appear. Each entry has `currentValue` (the new value), `previousValue` (the value before this change), and `firstChange` (true only on the very first call)."
"If a component has two `@Input()`s and only one changes, what does `ngOnChanges`'s `changes` parameter contain?","Only a key for the input that actually changed — the unchanged input does not appear in the `SimpleChanges` object at all, which is why you must guard with `if (changes['propName'])` rather than assuming."
"Inside `ngOnChanges`, if you read `this.text` directly, do you get the old or new value — and how do you get the old value?","`this.text` already holds the NEW value by the time `ngOnChanges` runs (the class property is already updated). To get the old value, use `changes['text'].previousValue` — the only place the previous value is still available."
"Why does `ngOnChanges` exist when `ngOnInit` already handles the first `@Input()` assignment?","`ngOnInit` never runs a second time, so it can't react to data that changes AFTER creation. `ngOnChanges` runs on every subsequent change, which is exactly what a live-updating display (like character counts) needs."
"Give the core distinction between `ngOnInit` and `ngOnChanges` in one line each.","`ngOnInit`: fires exactly once, after the first `ngOnChanges` — for one-time setup. `ngOnChanges`: fires every time a bound `@Input()` changes, including the first — for reacting to data that keeps changing."
"In the Character Counter's 'Clear text' scenario, why would putting the count-recalculation logic in `ngOnInit` alone be a real bug?","The counts would compute once on creation and then FREEZE — never updating again no matter how many times the parent's text changes or is cleared, since `ngOnInit` never re-runs."
"Does `ngOnChanges` fire on a component that has zero `@Input()` properties?","No — with nothing bound to compare, there's nothing to report. Use `ngOnInit` (or the constructor, for non-Angular setup) instead for components without inputs."
"What is `ngOnDestroy`, and when does it fire?","A lifecycle hook that fires exactly once, immediately before Angular removes a component from the DOM entirely — whether from `*ngIf` becoming false, an `*ngFor` item being removed, or navigation away."
"Why does Angular need `ngOnDestroy` — what kinds of things don't clean themselves up automatically?","A running `setInterval`/`setTimeout`, a native `addEventListener` listener, or an ongoing subscription all keep running/firing even after the component's markup disappears, unless explicitly cancelled — leaving them uncleaned causes a memory leak."
"What is a 'memory leak' in the context of Angular components?","A resource (timer, listener, subscription) that outlives the component that created it because it was never cleaned up in `ngOnDestroy` — the browser keeps a reference alive pointing at a component instance that should have been garbage-collected."
"In the TypingIndicatorComponent example, what does `ngOnDestroy` do and why?","It calls `clearTimeout(this.idleTimeoutId)` to cancel any pending timer before the component is removed, preventing a leaked callback from trying to update a property on a component instance that no longer exists."
"By default, when a change-detection pass runs, what does Angular do across the component tree?","It walks EVERY component in the tree top to bottom, re-evaluates every template expression against current property values, updates only the DOM pieces that differ, and calls `ngOnChanges` for any child whose `@Input()` bindings changed during the walk."
"What role does Zone.js play in Angular's change detection?","It patches async browser APIs (DOM events, setTimeout/setInterval, Promises/fetch) so that whenever one of these fires, Angular is notified and runs a change-detection pass across the whole component tree."
"How can a single keystroke in `TextInputComponent` cause `StatsPanelComponent` (a sibling) to update, with no direct connection between them?","The keystroke triggers one whole-tree change-detection pass: the `@Output()` updates the parent's `text` property, which flows down as a new `@Input()` to `StatsPanelComponent`, triggering its `ngOnChanges` — all within that same pass."
"Is `ngOnChanges` the same thing as 'change detection'?","No — change detection is the much bigger tree-walk-and-compare mechanism that runs automatically; `ngOnChanges` is just one small consequence of that process, specifically for `@Input()` changes."
"Do you need to manually trigger a re-render after a normal `(click)`/`(input)` handler updates a property?","No — change detection already runs automatically after any Zone.js-patched event. Just update the property; Angular re-checks all bindings on its own right after the handler returns."
"What later-module optimization does the 'always replace, never mutate' `@Input()` habit from this module set you up for?","`ChangeDetectionStrategy.OnPush` — an opt-in strategy that skips checking a component unless its `@Input()` references actually changed (or an event originated inside it), which only works correctly if inputs are always replaced rather than mutated."
